,brewery,address,city,type,url,,,
265,Alma Brewing Co,208 E Superior St,"Alma, MI 48801-1819 ",Type: Brewpub,http://www.almabrewing.com,,,
266,Almanac Beer Company,651B W Tower Ave,"Alameda, CA 94501-5047 ",Type: Micro,http://almanacbeer.com,,,
267,Aloha Beer Co,700 Queen St,"Honolulu, HI 96813-5110 ",Type: Brewpub,http://www.alohabeer.com,,,
268,Alosta Brewing Co,692 Arrow Grand Cir,"Covina, CA 91722-2122 ",Type: Micro,http://www.alostabrewing.com,,,
269,Alpenglow Beer Co,,"Lafayette, CA 94549-4621",Type: Contract,http://www.buckwildbrew.com,,,
271,Alpha Brewing Co.,4310 Fyler Ave,"Saint Louis, MO 63116 ",Type: Micro,http://www.alphabrewingcompany.com,,,
272,Alphabet City Brewing Co,96 Avenue C Frnt 4,"New York, NY 10009-7055 ",Type: Contract,http://www.acbnyc.com,,,
273,Alpine Beer Company,6550 Mira Mesa Blvd,"San Diego, CA 92121-4100 ",Type: Brewpub,http://www.alpinebrewing.com,,,
274,Alpine Brewing Co,PO Box 2320,"Oroville, WA 98844-2320 ",Type: Micro,http://www.alpine-brewing.com,,,
275,Alpine Dog Brewing Co,1505 N Ogden St,"Denver, CO 80218-1405 ",Type: Micro,http://www.alpinedogbrewery.com,,,
276,ALT Brew / Greenview Brewing LLC,1808 Wright St,"Madison, WI 53704-2522 ",Type: Micro,http://www.altbrew.com,,,
277,Alta Brewing Company,1983 Julian Avenue,"San Diego, CA 92113-1125 ",Type: Micro,http://www.altabrewing.com,,,
278,Altamont Beer Works,2402 Research Dr,"Livermore, CA 94550-3850 ",Type: Micro,http://www.altamontbeerworks.com,,,
279,Alter Brewing Company,2300 Wisconsin Ave Ste 213,"Downers Grove, IL 60515-2234 ",Type: Micro,http://www.alterbrewing.com,,,
280,Altered Code Brewing,,"Fort Collins, CO ",Type: Planning,http://www.alteredcodebrewing.com,,,
281,Alternation Brewing Company,1539 S Broadway,"Denver, CO 80210-2607 ",Type: Micro,http://www.alternationbrewing.com,,,
283,Altitude Chophouse and Brewery,320 S 2nd St,"Laramie, WY 82070-3612 ",Type: Brewpub,http://www.altitudechophouse.com,,,
284,Altmeyer and Lewis Brewing Company,15898 N Hwy 123,"San Marcos, TX 78666-2418 ",Type: Micro,http://www.altmeyerlewisbrewing.com,,,
285,Altruist Brewing Company,559 Main St Unit 105,"Sturbridge, MA 01518-1208 ",Type: Brewpub,http://www.altruistbrewing.com,,,
286,Altstadt Brewery,6120 E US Highway 290,"Fredericksburg, TX 78624-2176 ",Type: Micro,http://www.altstadtbeer.com,,,
289,Alvarium Beer Company,365 John Downey Dr Ste B,"New Britain, CT 06051-2922 ",Type: Micro,http://www.alvariumbeer.com,,,
290,Amador Brewing Company,9659 Main St,"Plymouth, CA 95669-9570 ",Type: Micro,http://www.amadorbrewing.com,,,
291,Amalgam Brewing,6381 Beach St Unit A,"Denver, CO 80221-2036 ",Type: Proprietor,http://www.amalgambrewing.com,,,
293,Amber Lantern Brewing Company,44 N Main St,"Warsaw, NY 14569-1326 ",Type: Brewpub,http://www.amberlanternbrewingcompany.com,,,
294,Ambitious Ales,,"Long Beach, CA 90807-2907",Type: Planning,http://www.ambitiousales.com,,,
296,Amelia Island Brewing Company,318 Centre St,"Fernandina Beach, FL 32034-4241 ",Type: Brewpub,http://www.theameliatavern.com,,,
297,American Badass Beer,1401 Abbott St Corktown,"Detroit, MI 48216-1946 ",Type: Contract,http://www.americanbadassbeer.com,,,
298,American Brewers Inc,3408 Miller Rd,"Kalamazoo, MI 49001-4111 ",Type: Micro,http://www.americanbrewers.us,,,
299,American Brewing Company,180 W Dayton St Ste 102,"Edmonds, WA 98020-4127 ",Type: Brewpub,http://www.americanbrewing.com,,,
300,American Harvest Brewpub At Schoolcraft College,18600 Haggerty Rd,"Livonia, MI 48152-3932 ",Type: Brewpub,http://www.schoolcraft.edu,,,
301,American Honor Beer Co,700 N Pennsylvania Ave,"Wilkes Barre, PA 18705-2451 ",Type: Contract,http://www.BoondoggleBeer.com,,,
302,American Icon Brewery,1133 19th Place,"Vero Beach, FL 32960 ",Type: Brewpub,http://www.americaniconbrewery.com,,,
303,American Solera,1801 S 49th West Ave,"Tulsa, OK 74107-2201 ",Type: Micro,http://www.americansolera.com,,,
305,Amerisports Brew Pub,8201 NE Birmingham Rd Ameristar Casino,"Kansas City, MO 64161-9429 ",Type: Brewpub,http://www.ameristar.com,,,
306,Amherst Brewing Co / Hangar Pub and Grill,10 University Dr,"Amherst, MA 01002-2243 ",Type: Brewpub,http://www.amherstbrewing.com,,,
307,Ammo Brewing,235 N Market St,"Petersburg, VA 23803-3207 ",Type: Micro,http://www.ammobrewing.com,,,
308,Amory Tomb Brewing Co.,76 Main St,"Maynard, MA 01754-2516 ",Type: Micro,http://amorystomb.com,,,
309,Amplified Ale Works,4150 Mission Blvd Ste 208,"San Diego, CA 92109-5054 ",Type: Brewpub,http://www.amplifiedales.com,,,
312,Anacapa Brewing Co,472 E Main St,"Ventura, CA 93001-2627 ",Type: Brewpub,http://www.anacapabrewing.com,,,
313,Anacortes Brewery/Rockfish Grill,320 Commercial Ave,"Anacortes, WA 98221-1517 ",Type: Brewpub,http://www.anacortesrockfish.com,,,
314,Anaheim Brewery,336 S Anaheim Blvd,"Anaheim, CA 92805-3830 ",Type: Micro,http://www.anaheimbrew.com,,,
315,Anawan Brewing Company,,"Dighton, MA 02764",Type: Planning,http://www.anawanbrewingco.com,,,
316,Ancestry Brewery,20585 SW 115th Ave,"Tualatin, OR 97062-6857 ",Type: Brewpub,http://www.ancestrybrewing.com,,,
317,Anchor Brewing Co,1705 Mariposa St,"San Francisco, CA 94107-2334 ",Type: Large,http://www.anchorbrewing.com,,,
318,Anchorage Brewing Co,148 W 91st Ave,"Anchorage, AK 99515-1901 ",Type: Micro,http://www.anchoragebrewingcompany.com,,,
319,Ancient City Brewing Co.,3420 Agricultural Center Dr Ste 8,"Saint Augustine, FL 32092-0690 ",Type: Micro,http://www.ancientcitybrewing.com,,,
322,Anderson Valley Brewing Co,PO Box 505,"Boonville, CA 95415-0505 ",Type: Regional,http://www.avbc.com,,,
324,Andrews Brewing Co At Calaboose Cellars,565 Aquone Rd,"Andrews, NC 28901-7004 ",Type: Micro,http://www.calaboosecellars.com,,,
325,Angel City Brewery,216 S Alameda St,"Los Angeles, CA 90012-4201 ",Type: Micro,http://www.angelcitybrewery.com,,,
327,"Angry Chair Brewing, LLC. ",6401 N Florida Ave,"Tampa, FL 33604-6007 ",Type: Micro,http://www.angrychairbrewing.com,,,
328,Angry Erik Brewing,10 Millpond Dr Unit 8,"Lafayette, NJ 07848-3825 ",Type: Micro,http://www.angryerik.com,,,
330,Angry Horse Brewing,603 W Whittier Blvd,"Montebello, CA 90640-5235 ",Type: Micro,http://angryhorsebrewing.com,,,
331,Angry Inch Brewing,20841 Holyoke Ave,"Lakeville, MN 55044- ",Type: Micro,http://www.angryinchbrewing.com,,,
332,Angry James Brewing Co,421 Adams Ave,"Silverthorne, CO 80498 ",Type: Micro,http://www.angryjamesbrewing.com,,,
333,"Angry Minnow, The",10440 Florida Ave,"Hayward, WI 54843-7112 ",Type: Brewpub,http://www.angryminnow.com,,,
334,Angry Scotsman Brewing,704 W Reno Ave,"Oklahoma City, OK 73102-2434 ",Type: Contract,http://www.angryscotbrew.com,,,
335,Angry Troll Brewing / 222 Public House,222 E Main St Ste U2,"Elkin, NC 28621-3493 ",Type: Brewpub,http://www.angrytrollbrewing.com,,,
336,Anheuser-Busch InBev,1 Busch Pl,"Saint Louis, MO 63118-1849 ",Type: Large,http://www.anheuser-busch.com,,,
348,Animas Brewing Co,1560 E 2nd Ave,"Durango, CO 81301-5186 ",Type: Brewpub,http://www.animasbrewing.com,,,
349,Ankrolab Brewing Company,,"Naples, FL 34112-6363",Type: Planning,http://ankrolab.com,,,
350,Anthem Brewing Co,908 SW 4th St,"Oklahoma City, OK 73109-1012 ",Type: Micro,http://www.anthembrewing.com,,,
351,"Anti-Establishment Brewing Company, LLC",,",  ",Type: Planning,http://www.aebrewing.com,,,
352,"Antietam Brewery,LLC",140 Western Maryland Pkwy Unit G,"Hagerstown, MD 21740-5197 ",Type: Micro,http://www.antietambrewery.com,,,
353,Anvil Brewing,115 Compress St,"Pittsburg, TX 75686-1353 ",Type: Brewpub,http://www.anvilbrewingtx.com,,,
354,Apex,,"Central Valley, NY 10917-3708",Type: Planning,http://www.apexbeer.co,,,
355,Apex Brew And BBQ Supplies,,"Independence, MO 64055-4741",Type: Planning,http://www.apexbrewwares.com,,,
356,Apocalypse Ale Works,1257 Burnbridge Rd,"Forest, VA 24551-3803 ",Type: Micro,http://www.apocalypsebrewworks.com,,,
358,Appalachian Brewing Co - Collegeville,50 W Third Ave Collegeville Station 2nd Floor,"Collegeville, PA 19426-3655 ",Type: Brewpub,http://www.abcbrew.com,,,
363,Appalachian Mountain Brewery - Boone,163 Boone Creek Dr,"Boone, NC 28607-7911 ",Type: Micro,http://www.appalachianmountainbrewery.com,,,
365,Apple Blossom Brewing Co,1550 E Zion Rd,"Fayetteville, AR 72703-5017 ",Type: Brewpub,http://www.appleblossombrewing.com,,,
366,Appleton Beer Factory,603 W College Ave,"Appleton, WI 54911-5803 ",Type: Micro,http://www.appletonbeerfactory.com,,,
367,Apponaug Brewing,,"East Greenwich, RI 02818-2925",Type: Planning,http://www.apponaugbrewing.com,,,
368,Aquabrew,150 S Lbj Dr,"San Marcos, TX 78666-5506 ",Type: Brewpub,http://www.aqua-brew.com,,,
369,Aquatic Brewing LLC,,"Falmouth, MA 02540-3299",Type: Planning,http://www.aquaticbrewing.com,,,
370,Aqueduct Brewing,529 Grant St Ste 106,"Akron, OH 44311-1184 ",Type: Micro,http://www.aqueductbrewing.shutterfly.com,,,
372,Arbeiter Brewing Company,,"Minneapolis, MN 55418-2325",Type: Planning,http://www.arbeiterbrewing.com,,,
373,Arbor Brewing Co,114 E Washington St,"Ann Arbor, MI 48104-1905 ",Type: Brewpub,http://www.arborbrewing.com,,,
375,Arcadia Brewing Co,701 E Michigan Ave,"Kalamazoo, MI 49007-4946 ",Type: Micro,http://www.arcadiaales.com,,,
376,Arcadian Moon,19203 Old Highway 40,"Higginsville, MO 64037 ",Type: Brewpub,http://www.arcadianmoon.com,,,
377,Arcana Brewing Company,5621 Palmer Way Ste C,"Carlsbad, CA 92010-7254 ",Type: Micro,http://www.arcanabrewing.com,,,
378,Arch Rock Brewing Co,28779 Hunter Creek Loop,"Gold Beach, OR 97444-9626 ",Type: Micro,http://www.archrockbrewingcompany.com,,,
381,Archetype Brewing,265 Haywood Rd,"Asheville, NC 28806-4545 ",Type: Micro,http://www.archetypebrewing.com,,,
382,Arclight Brewing Company,544 N Main St,"Watervliet, MI 49098-9797 ",Type: Micro,http://www.arclightbrewing.com,,,
383,Arcpoint Brewing Co,207 Warner St,"Belchertown, MA 01007-9305 ",Type: Proprietor,http://www.arcpointbrewco.com,,,
384,Ardent Craft Ales,3200 W Leigh St,"Richmond, VA 23230-4410 ",Type: Micro,http://www.ardentcraftales.com,,,
385,"Ardent Spirits, Inc",,"Collinsville, IL 62234",Type: Planning,http://Ardentspirits.com,,,
386,Argilla Brewing Co @ Pietro's Pizza,2667 Kirkwood Hwy,"Newark, DE 19711-7242 ",Type: Brewpub,http://www.argillabrewing.com,,,
387,Argus Brewery,11314 S Front Ave,"Chicago, IL 60628-5007 ",Type: Micro,http://www.argusbrewery.com,,,
388,Argyle Brewing Company,1 Main St,"Greenwich, NY 12834-1209 ",Type: Micro,http://www.argylebrewing.com,,,
389,Aries Craft Brewing Company,,"Pottstown, PA 19465",Type: Planning,http://www.ariesbrewing.com,,,
391,Arizona Wilderness Brewing,721 N Arizona Ave,"Gilbert, AZ 85233-3405 ",Type: Brewpub,http://Azwbeer.com,,,
392,Arkane Aleworks,2480 E Bay Dr #23,"Largo, FL 33771-2467 ",Type: Micro,http://www.arkanebeer.com,,,
393,Arkose Brewery,650 E Steel Loop,"Palmer, AK 99645-6689 ",Type: Micro,http://www.arkosebrewery.com,,,
394,Arlington Club,811 SW Salmon St,"Portland, OR 97205-3094 ",Type: Micro,http://www.thearlingtonclub.com,,,
395,Armada Brewing,250 Bradley Street,"East Haven, CT 06512 ",Type: Contract,http://www.armadabeer.com,,,
396,Armadillo Ale Works,221 S Bell Ave,"Denton, TX 76201-4259 ",Type: Micro,http://www.armadilloaleworks.com,,,
397,Armadillo Brewing Company,,"Kingsland, GA 31548-4907",Type: Planning,http://www.armadilloBrewing.net,,,
398,Armistice Brewing Company,845 Marina Bay Pkwy Ste 1,"Richmond, CA 94804-6420 ",Type: Micro,http://www.armisticebrewing.com,,,
400,Armstrong Brewing Co,415 Grand Ave Ste 2,"South San Francisco, CA 94080-3614 ",Type: Micro,http://www.armstrongbrewing.com,,,
401,Around the Bend Beer Co.,811 N Oak Park Ave,"Oak Park, IL 60302-1538 ",Type: Contract,http://www.atbbeerco.com,,,
403,Arrowhead Ales Brewing Company,2101 Calistoga Dr,"New Lenox, IL 60451-4826 ",Type: Brewpub,http://www.arrowheadales.com,,,
404,Arrowood Farms,236 Lower Whitfield Rd,"Accord, NY 12404-5809 ",Type: Micro,http://www.arrowoodfarms.com,,,
405,Art Is An Ale,,",  ",Type: Planning,http://www.art-is-an-ale.com,,,
406,Artifex Brewing Company,919 Calle Amanecer Ste A,"San Clemente, CA 92673-6298 ",Type: Micro,http://www.artifexbrewing.com,,,
408,Artisanal Brew Works,41 Geyser Rd,"Saratoga Springs, NY 12866-9038 ",Type: Micro,http://www.artisanalbrewworks.com,,,
409,Artisan's Brewery & Italian Grill,1171 Hooper Ave,"Toms River, NJ 08753-8305 ",Type: Brewpub,http://www.artisanstomsriver.com,,,
411,Arundel Cellars & Brewing Co,11727 E Main Rd,"North East, PA 16428-3635 ",Type: Brewpub,http://www.arundelcellars.com,,,
412,Arvon Brewing Co.,3057 Broadway Ave SW,"Grandville, MI 49418-1528 ",Type: Micro,http://www.arvonbrewingco.com,,,
413,Asbury Park Brewery,810 Sewall Ave,"Asbury Park, NJ 07712-6527 ",Type: Micro,http://www.asburyparkbrewery.com,,,
414,Ascension Brewing Company,42000 Grand River Ave,"Novi, MI 48375-1831 ",Type: Brewpub,http://www.ascension.beer,,,
415,Asgard Brewing Company,104 E 5th St,"Columbia, TN 38401-3351 ",Type: Micro,http://www.asgardbrewery.com,,,
416,Ashby Brewing Company,109 Main St,"Ashby, MN 56309-4687 ",Type: Micro,http://www.abcbrewing.net,,,
417,Asher Brewing Co,4699 Nautilus Ct S Ste 104,"Boulder, CO 80301-5306 ",Type: Micro,http://asherbrewing.com,,,
418,Asheville Brewing Co,77 Coxe Ave,"Asheville, NC 28801-3621 ",Type: Brewpub,http://www.ashevillepizza.com,,,
419,Ashtown Brewing Co,1175 Hudson St,"Longview, WA 98632-3158 ",Type: Micro,http://www.ashtownbrewing.com,,,
421,Aslan Brewing Company,1330 N Forest St,"Bellingham, WA 98225-4702 ",Type: Micro,http://aslanbrewing.com,,,
422,Aslin Beer Company,1104 Artic Quill Rd,"Herndon, VA 20170-3601 ",Type: Micro,http://www.aslinbeer.com,,,
423,Aspen Brewing Company,404 Aspen Airport Business Ctr,"Aspen, CO 81611-3530 ",Type: Micro,http://www.aspenbrewingcompany.com,,,
424,Aspetuck Brew Labs,3389 Fairfield Ave,"Bridgeport, CT 06605-3228 ",Type: Micro,http://www.aspetuckbrewlab.com,,,
425,Ass Clown Brewing Co,10620 Bailey Rd Ste E,"Cornelius, NC 28031-9364 ",Type: Micro,http://www.assclownbrewery.com,,,
426,Assembly brewing,,"Portland, OR 97206-3739",Type: Planning,http://www.assemblybrewingco.com,,,
427,Aston Abbey Brewing Co,340 Turner Industrial Way,"Aston, PA 19014-3014 ",Type: Micro,http://www.astonabbeybrewing.com,,,
429,Astro Lab Brewing,,"Silver Spring, MD 20910-4519",Type: Planning,http://www.astrolabbrewing.com,,,
431,At Ease Brewing,,"Sacramento, CA 95811-3003",Type: Planning,http://www.ateasebrewing.com,,,
432,At Large Brewing,2730 W Marine View Dr,"Everett, WA 98201-3421 ",Type: Brewpub,http://www.atlargebrewing.com,,,
433,Atco Brewing LLC,302 White Horse Pike,"Atco, NJ 08004-2209 ",Type: Micro,http://Www.atcobrewingcompany.com,,,
434,Athens Brewing Co,101 E Tyler St,"Athens, TX 75751-2547 ",Type: Brewpub,http://www.athensbrewingco.com,,,
435,Athletic Brewing Company,,"Stratford, CT 06615-7167",Type: Planning,http://www.AthleticBrewing.com,,,
436,Atlantic Beach Brewing Company,725 Atlantic Blvd Ste 15,"Atlantic Beach, FL 32233-3946 ",Type: Micro,http://www.atlanticbeachbrewingcompany.com,,,
437,Atlantic Brewing Co,15 Knox Rd,"Bar Harbor, ME 04609-7770 ",Type: Micro,http://atlanticbrewing.com,,,
438,Atlantic Brewing Co / Bar Harbor Brewing,52 Cottage Street Bar Harbor,"Bar Harbor, ME 04609 ",Type: Brewpub,http://www.barharborbrewing.com,,,
439,Atlas Brew Works,2052 W Virginia Ave NE Ste 102,"Washington, DC 20002-1832 ",Type: Micro,http://www.atlasbrewworks.com,,,
440,Atom Brewing Company,654 Moffat St,"Erie, CO 80516- ",Type: Micro,http://www.atombrewingcompany.com,,,
441,Atomic Ale Brewpub and Eatery,1015 Lee Blvd,"Richland, WA 99352-4226 ",Type: Brewpub,http://www.atomicalebrewpub.com,,,
443,Atwater Brewing Co,237 Joseph Campau St,"Detroit, MI 48207-4107 ",Type: Regional,http://www.atwaterbeer.com,,,
446,Atwood Ales,4012 Sweet Rd,"Blaine, WA 98230-9108 ",Type: Micro,http://www.atwoodales.com,,,
447,Auburn Alehouse,289 Washington St,"Auburn, CA 95603-5036 ",Type: Brewpub,http://www.auburnalehouse.com,,,
449,August Schell Brewing Co,PO Box 128,"New Ulm, MN 56073-0128 ",Type: Regional,http://www.schellsbrewery.com,,,
450,Augusta Brewing Co,109 W Main St,"Washington, MO 63090-2191 ",Type: Brewpub,http://www.augustabrewing.com,,,
451,Augustino Brewing,756 N Tyler Rd,"Wichita, KS 67212-3617 ",Type: Brewpub,http://www.augustinobrew.com,,,
454,Aurora Ale & Lager,1891 State Route 90 N,"King Ferry, NY 13081-9719 ",Type: Micro,http://www.brewaurora.com,,,
455,Ausable Brewing Co,765 Mace Chasm Rd,"Keeseville, NY 12944-2425 ",Type: Micro,http://ausablebrewing.tumblr.com,,,
456,Austin Beerworks,3001 Industrial Ter,"Austin, TX 78758-7609 ",Type: Regional,http://www.austinbeerworks.com,,,
457,Austin Brothers' Beer Company,821 W Miller St,"Alpena, MI 49707-1825 ",Type: Brewpub,http://www.austinbrosbeerco.com,,,
458,Austin Street Brewery,1 Industrial Way Ste 8,"Portland, ME 04103-1072 ",Type: Micro,http://www.austinstreetbrewery.com,,,
460,Avalanche Brewing Co,PO Box 377 1067 Blair St,"Silverton, CO 81433-0377 ",Type: Brewpub,http://www.avalanchebrewing.com,,,
463,Aviator Brewing Company,209 Technology Park Ln,"Fuquay Varina, NC 27526-9311 ",Type: Micro,http://www.aviatorbrew.com,,,
464,Avocation Brewing Company,,",  ",Type: Planning,http://www.avocationbrewing.com,,,
465,Avondale Brewing Co,201 41st St S,"Birmingham, AL 35222-1932 ",Type: Micro,http://www.avondalebrewing.com,,,
468,Axle Brewing Company,567 Livernois St,"Ferndale, MI 48220-2303 ",Type: Micro,http://www.axlebrewing.com,,,
470,Aztec Brewing Company,2330 La Mirada Dr Ste 300,"Vista, CA 92081-7871 ",Type: Micro,http://www.aztecbrewery.com,,,
471,B and J's Handcrafted Texas Ales,6335 S Padre Island Dr,"Corpus Christi, TX 78412-4013 ",Type: Micro,http://pizzaandbrew@aol.com,,,
472,B Chord Brewing Company,34266 Williams Gap Rd,"Round Hill, VA 20141-2100 ",Type: Micro,http://www.bchordbrewing.com,,,
473,B.C. Brewery,10950 Gilroy Rd Ste F,"Hunt Valley, MD 21031-1327 ",Type: Micro,http://www.bcbrewerymd.com,,,
474,B.O.B's Brewery,20 Monroe Ave NW,"Grand Rapids, MI 49503-6208 ",Type: Brewpub,http://thebobsbrewery.thebob.com,,,
475,B-52 Brewing,12470 Milroy Ln,"Conroe, TX 77304-5160 ",Type: Micro,http://www.b52brewing.com,,,
477,Baa Baa Brewhouse,539 FM 359 Rd S,"Brookshire, TX 77423-8013 ",Type: Micro,http://www.baabaabrewhouse.com,,,
479,Bacchus Brewing,15 Ellis Dr,"Dryden, NY 13053-9630 ",Type: Micro,http://www.bacchusbrewing.com,,,
482,Back Bay Brewing Company,614 Norfolk Ave,"Virginia Beach, VA 23451-4419 ",Type: Micro,http://www.backbaybrewingco.com,,,
483,Back Channel Brewing,4787 Shoreline Dr,"Spring Park, MN 55384-9713 ",Type: Micro,http://www.backchannelbrewing@gmail.com,,,
484,Back Creek Brewing Company,,"Annapolis, MD ",Type: Planning,http://www.backcreekbrewing.com,,,
485,Back East Brewing,1296 Blue Hills Ave Ste A,"Bloomfield, CT 06002-5312 ",Type: Micro,http://www.backeastbrewing.com,,,
486,Back Forty Beer Co,200 N 6th St,"Gadsden, AL 35901-3361 ",Type: Micro,http://www.backfortybeer.com,,,
487,Back Pedal Brewing Company,1425 NW Flanders St,"Portland, OR 97209-2620 ",Type: Micro,http://backpedalbrewing.com,,,
488,Back Pew Brewing,26452 Sorters Rd,"Porter, TX 77365-4752 ",Type: Micro,http://www.backpewbrewing.com,,,
489,Back Road Brewery,308 Perry St,"La Porte, IN 46350-3216 ",Type: Micro,http://www.backroadbrewery.com,,,
490,Back Street Brewery & Tasting Room,1884 S Santa Cruz St,"Anaheim, CA 92805-6726 ",Type: Micro,http://www.backstreetbrew.com,,,
491,Backacre Beermakers,,"Weston, VT 05161",Type: Micro,http://www.backacrebeermakers.com,,,
492,Backlash Beer Co,,"Boston, MA 2215",Type: Contract,http://backlashbeer.com/,,,
493,Backman Brewing Company,,"Whitehouse Station, NJ 08889-3562",Type: Planning,http://backmanbrewing.com,,,
494,Backpocket Brewing Co,903 Quarry Rd,"Coralville, IA 52241-2208 ",Type: Micro,http://www.backpocketbrewing.com,,,
495,BackRoad Brewery,140 N 1st St,"Carlisle, IA 50047 ",Type: Micro,http://www.backroadbeer.com,,,
496,Backroom Brewery,150 Ridgemont Rd,"Middletown, VA 22645-3817 ",Type: Brewpub,http://www.backroombreweryva.com,,,
497,Backshore Brewing Co.,913 Atlantic Ave,"Ocean City, MD 21842-6689 ",Type: Brewpub,http://www.BackshoreBrew.com,,,
498,Backside Brewing Co,1640 NE Odell Ave,"Roseburg, OR 97470-3320 ",Type: Brewpub,http://www.backsidebrewingco.com,,,
499,Backslope Brewing,1107 9th St W (Highway 2),"Columbia Falls, MT 59912 ",Type: Brewpub,http://www.backslopebrewing.com,,,
